Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class
Bally Bridge,2023-07-01,25.316335,82.973006,27.8,7.2,7.2,288,0.35,,,,yes
Bally Bridge,2023-07-02,27.2183143,77.4933194,26.0,7.7,7.7,5400,0.46,4,14,0.96,yes
Bally Bridge,2023-07-03,9.445887,76.540965,26.1,6.8,6.8,268,0.195,270,390,,yes
Bally Bridge,2023-07-04,22.7229345,75.8599315,21.4083333,7.83333333,7.5,535.75,1.70833333,0.97083333,,82.0,yes
Bally Bridge,2023-07-05,10.639492,76.449078,27.0,6.825,6.9,51.5,0.875,0.45,38.5,197.75,yes
Bally Bridge,2023-07-06,25.6983676,85.1660825,21.6667,8.45556,7.82556,262,2.58889,1.38,988.889,1844.44,yes
Bally Bridge,2023-07-07,20.2960587,85.8245398,29.0833333,8.84166667,7.895,190.966667,1.81666667,0.28752575,477.5,931.666667,yes
Bally Bridge,2023-07-08,20.9501027,85.216816,27.4166667,7.3,7.79166667,159.583333,1.75,0.56518308,3224.16667,5378.33333,yes
Bally Bridge,2023-07-09,25.777139,87.475255,25.5,7.7,7.7,462,,,17,0.8,yes
Bally Bridge,2023-07-10,10.403773,76.21611,27.875,6.4,6.475,57.5,1.325,0.343333333,255,960.0,no
Bally Bridge,2023-07-11,,,17.0,,7.8,59,1.9,,,,yes
Bally Bridge,2023-07-12,17.6868159,83.2184815,26.2,7.5,7.5,3616,11.0,3,5.5,0.76,yes
Bally Bridge,2023-07-13,26.4446185,91.4410527,26.25,6.875,7.925,242,1.175,0.12,120,243.6667,yes
Bally Bridge,2023-07-14,25.385014,82.853966,22.75,7.5,7.76,252,4.05,,10500,15500.0,yes
Bally Bridge,2023-07-15,26.4278342,88.1266983,25.6667,7.26667,7.73333,383.667,2.66667,,1533.33,3133.33,yes
Bally Bridge,2023-07-16,26.9270041,83.7137222,25.5,6.9,6.9,1074,,50,140,,yes
Bally Bridge,2023-07-17,19.881523,73.838965,25.0833333,6.31666667,7.77666667,197,4.15833333,1.27196,18.3333333,44.1666667,yes
Bally Bridge,2023-07-18,24.7742245,93.9337378,23.5,6.0,6.905,93.95,2.0,,,45.0,yes
Bally Bridge,2023-07-19,,,21.5,7.5,7.5,107,3.4,7,17,0.71,yes
Bally Bridge,2023-07-20,17.682216,75.322264,30.8,5.04,8.09,1336.15,6.34,0.712,211.5,1520.0,no
Bally Bridge,2023-07-21,26.8908123,88.1824884,16.2727273,7.84545455,6.84818182,112.325,3.98636364,0.27818182,45654.5455,119536.364,yes
Bally Bridge,2023-07-22,22.5682108,86.4939727,26.5,7.83636364,7.49090909,154.5,0.39090909,5.17727273,,,yes
Bally Bridge,2023-07-23,24.3150317,77.1553516,25.8,7.4,7.4,379.8,2.0,0.6,,,yes
Bally Bridge,2023-07-24,20.296059,85.82454,31.0,7.1,7.1,259,1.0,4,5,0.26,yes
Bally Bridge,2023-07-25,18.838184,73.092617,26.8333333,6.10833333,6.89166667,608.5,4.18333333,3.09655,65.0833333,134.583333,yes
Bally Bridge,2023-07-26,9.737878,76.679144,26.5,6.5,6.5,88,4.585,55,90,,yes
Bally Bridge,2023-07-27,21.2338919,77.7394855,19.6,6.204,8.354,779.6,4.94,2.05,94,224.0,no
Bally Bridge,2023-07-28,22.383359,87.283592,29.25,7.6,7.6,631,0.13,,,0.09,yes
Bally Bridge,2023-07-29,21.082074,72.985392,28.0,8.0,8.0,1378,0.13,3,3,0.19,yes
Bally Bridge,2023-07-30,19.946922,73.765437,25.5,7.7,7.7,972,0.1,14,50.5,0.13,yes
Bally Bridge,2023-07-31,15.832588,78.01696,27.0833333,4.88333333,7.46833333,1773.58333,10.475,11.6083333,40.3333333,367.416667,yes
Bally Bridge,2023-08-01,26.8117116,79.0046898,27.6818,8.79091,8.2,1061.27,8.09091,1.38,99030,298200.0,no
Bally Bridge,2023-08-02,22.9720145,86.0079806,27.0454545,7.46363636,7.53636364,164.4,0.45454545,5.67454545,,,yes
Bally Bridge,2023-08-03,9.1843659,76.515155,26.75,6.05,7.025,25325,2.575,0.115,245,600.0,yes
Bally Bridge,2023-08-04,28.789221,78.082308,19.5909,8.21667,7.41667,221.417,3.425,0.5025,1161.67,2496.67,yes
Bally Bridge,2023-08-05,26.6029735,93.4117916,29.0,6.675,7.05,76,1.75,0.12,90,1492.5,yes
Bally Bridge,2023-08-06,11.5087638,78.0673326,26.1666667,6.85833333,7.85416667,441.75,1.26333333,0.16941667,170.833333,346.666667,yes
Bally Bridge,2023-08-07,22.6574479,88.3639593,26.875,7.775,7.77,305.667,3.97273,0.295,270333,653083.0,yes
Bally Bridge,2023-08-08,,,27.2,7.6,7.6,114,,,,,yes
Bally Bridge,2023-08-09,26.655464,84.905151,23.5,7.9,7.9,511,,,10,0.8,yes
Bally Bridge,2023-08-10,24.266667,74.0,22.3181818,6.17818182,8.33090909,629.090909,1.52690909,0.35454545,5.63636364,29.4545455,no
Bally Bridge,2023-08-11,17.061781,74.230004,24.3333333,6.50833333,7.97916667,459.466667,2.875,1.095336364,15.8333333,128.666667,yes
Bally Bridge,2023-08-12,19.693558,72.765518,27.0,8.0,8.0,583,0.86,98,298,0.66,yes
Bally Bridge,2023-08-13,,,26.8,7.5,7.5,170,,,,,yes
Bally Bridge,2023-08-14,26.1445169,91.7362365,25.375,7.308333,7.283333,159,1.508333,0.15,386.3636,1544.545,yes
Bally Bridge,2023-08-15,29.854263,77.888,19.3917,8.25,7.78,157.308,2.50833,0.08333,8,376.727,yes
Bally Bridge,2023-08-16,24.5435506,93.967437,20.0,6.2,6.9,185.5,4.1,,,5.0,yes
Bally Bridge,2023-08-17,22.4196972,87.3085505,27.5909,8.25455,7.63455,201.5,2.65,0.16727,44272.7,311455.0,yes
Bally Bridge,2023-08-18,34.090375,74.784955,8.0,6.0,8.0,172,5.0,1,,,yes
Bally Bridge,2023-08-19,25.56121,83.981088,25.5,8.1,8.1,557,,,7.5,0.8,no
Bally Bridge,2023-08-20,18.4087934,76.5603828,27.4444444,6.01111111,7.95555556,539.888889,4.74444444,1.87765556,3.11111111,100.0,yes
Bally Bridge,2023-08-21,23.3394604,86.3585855,25.2272727,7.29,7.45363636,463.636364,3.55909091,0.55763636,3510,12800.0,yes
Bally Bridge,2023-08-22,17.2472528,80.1514446,20.0,5.00833333,7.11,671.083333,0.65,0.31633333,4.83333333,1325.0,yes
Bally Bridge,2023-08-23,28.208822,76.8446,28.0,7.9,7.9,2970,0.39,3,5,1.06,yes
Bally Bridge,2023-08-24,19.8046625,85.8188867,27.9166667,9.95,8.12166667,634.45,7.2875,1.45417438,5310,12865.0,no
Bally Bridge,2023-08-25,9.370661,76.411473,27.75,6.725,6.75,75.75,1.175,1.205,310,625.0,yes
Bally Bridge,2023-08-26,30.7421379,76.8187557,25.5714286,8.63,7.5,165.142857,3.0,0.68285714,,,yes
Bally Bridge,2023-08-27,28.9844618,77.7064136,,,7.76667,392,24.3333,1.74333,23000000,9150000.0,yes
Bally Bridge,2023-08-28,20.0142305,74.007978,25.6666667,5.46666667,7.6225,363.083333,6.63333333,1.70746667,16.75,47.0,yes
Bally Bridge,2023-08-29,9.009768,76.929735,26.4583333,7.16666667,7.05,52.0833333,0.55833333,0.14833333,297.5,686.666667,yes
Bally Bridge,2023-08-30,24.585445,73.712479,23.0,7.8,7.8,2300,1.29,3,7,0.47,yes
Bally Bridge,2023-08-31,31.6339811,76.8335346,20.4181818,1.83636364,7.78727273,228.272727,5.58181818,0.984,1487.27273,2400.0,yes
Bally Bridge,2023-09-01,32.365289,75.597287,18.0,8.0,8.0,155,0.5,0.5,9,80.0,yes
Bally Bridge,2023-09-02,18.029637,73.318825,27.3,6.31666667,7.915,7391.63333,2.40833333,6.41383333,4.16666667,70.5,yes
Bally Bridge,2023-09-03,24.5435506,93.967437,23.5,6.65,6.85,397.6,1.95,,,22.5,yes
Bally Bridge,2023-09-04,22.533661,88.390152,29.5,7.8,7.8,1835,0.1,4,7,0.49,yes
Bally Bridge,2023-09-05,27.5329718,88.5122178,,22.91667,6.375,278,2.433333,2.3,27.33333,90.83333,no
Bally Bridge,2023-09-06,11.9577385,79.7455956,29.5,30.3666667,8.04,230.766667,1.45,0.1,7,170.0,no
Bally Bridge,2023-09-07,23.6739452,86.9523954,27.9167,8.05833,7.82417,210,2.19583,0.49775,12281.8,62972.7,yes
Bally Bridge,2023-09-08,21.8554375,84.006166,27.3333333,7.325,7.78916667,146.316667,1.53333333,0.34309154,2366.66667,4088.33333,yes
Bally Bridge,2023-09-09,,,19.5,7.6,7.6,655,5.29,9,43,0.3,yes
Bally Bridge,2023-09-10,8.71313,77.365461,24.0,7.38333333,7.615,103.875,1.16666667,0.09333333,37.0833333,94.1666667,yes
Bally Bridge,2023-09-11,22.7626504,77.716503,37.5,8.275,8.068,283.75,2.04,1.0646,9.66666667,732.0,no
Bally Bridge,2023-09-12,26.944481,75.779299,28.5,7.6,7.6,905,2.85,3,8,0.27,yes
Bally Bridge,2023-09-13,26.4290952,78.4303664,23.25,7.8,7.482,642,2.38,0.404,,,yes
Bally Bridge,2023-09-14,19.813382,85.831465,30.0,7.8,7.8,573,0.85,2,2,0.07,yes
Bally Bridge,2023-09-15,8.5681265,78.093717,29.0,6.87272727,7.55881818,787.1,3.2,0.14181818,81.8181818,178.181818,yes
Bally Bridge,2023-09-16,30.8919211,77.2103359,21.4818,8.14545,8.14182,174.155,0.76364,0.49082,30.75,62.6,no
Bally Bridge,2023-09-17,12.42436,76.656349,25.8333333,6.675,8.09166667,277.333333,1.08333333,0.34833333,1600,1600.0,no
Bally Bridge,2023-09-18,10.600661,76.489711,28.625,5.425,6.625,79.75,1.55,0.27,335,775.0,yes
Bally Bridge,2023-09-19,25.3961861,85.917677,24.9875,7.9875,8.025,374.875,2.725,1.71167,2575,6587.5,no
Bally Bridge,2023-09-20,20.466838,72.86484,26.6666667,3.66666667,8.15,600,4.25,1.662,5.5,19.5,no
Bally Bridge,2023-09-21,31.450777,77.631624,7.0,8.0,8.0,209,0.6,0.3,126,846.0,yes
Bally Bridge,2023-09-22,25.594095,85.137565,22.0,7.2,7.2,714,,,2,0.8,yes
Bally Bridge,2023-09-23,,,26.0,7.0,7.0,1409,1.79,6,11,0.035,yes
Bally Bridge,2023-09-24,19.086453,72.828355,22.6181818,5.15454545,7.75090909,303.836364,5.53636364,0.44181818,140.454545,1256.81818,yes
Bally Bridge,2023-09-25,20.9501027,85.216816,25.8333333,7.63333333,7.8975,139.916667,1.74166667,0.53794825,1250,2266.66667,yes
Bally Bridge,2023-09-26,26.1833004,91.7370002,25.275,6.975,7.5,156,1.725,0.1225,220,740.0,yes
Bally Bridge,2023-09-27,16.019844,75.880909,28.8727273,5.19,8.06818182,1094.54545,0.84681818,8.26545455,375.818182,550.636364,no
Bally Bridge,2023-09-28,30.4971735,77.8019775,19.3429,7.7,7.83714,185.429,2.65,0.07143,4865,4014.5,yes
Bally Bridge,2023-09-29,22.3102503,72.0157045,29.0,6.9375,7.69125,233.375,1.36666667,2.0715,,15.4285714,yes
Bally Bridge,2023-09-30,25.859883,85.78628,27.0,7.3,7.3,829,,,11,,yes
Bally Bridge,2023-10-01,25.8136638,72.2896708,27.5,6.7,6.7,9600,0.22,6,112,1.31,yes
Bally Bridge,2023-10-02,32.553363,76.125808,11.0,9.0,8.0,141,0.5,0.4,6,90.0,yes
Bally Bridge,2023-10-03,22.744108,77.736967,37.0,8.6,8.01666667,254.666667,1.26666667,0.98,4,576.0,no
Bally Bridge,2023-10-04,27.3572121,95.3222502,24.0,6.1,6.55,129,4.625,0.1575,200,1070.0,yes
Bally Bridge,2023-10-05,25.8136638,72.2896708,28.5,7.4,7.4,8150,0.26,4,79,1.34,yes
Bally Bridge,2023-10-06,23.6811286,86.7474518,34.0,7.5125,7.3,,0.8125,,,,yes
Bally Bridge,2023-10-07,21.4887957,83.8844067,27.25,6.65,7.92833333,183.75,1.65833333,0.68916454,411.666667,829.166667,yes
Bally Bridge,2023-10-08,31.450777,77.631624,7.0,8.0,8.0,219,0.7,0.2,204,857.0,yes
Bally Bridge,2023-10-09,19.7760932,79.3549454,18.2222222,5.84,7.951,553.9,5.38,1.3028,68.6,154.6,yes
Bally Bridge,2023-10-10,19.1605101,77.3105444,29.6666667,6.56666667,8.06666667,581.591667,4.4,1.52126667,3.25,103.333333,no
Bally Bridge,2023-10-11,26.5248393,84.3581483,22.0,7.6,7.44,445,2.73333,1.38,4266.67,10666.7,yes
Bally Bridge,2023-10-12,25.7354939,84.83139,22.3333,8.45556,7.69,297.875,2.75556,1.71167,1922.22,3933.33,yes
Bally Bridge,2023-10-13,22.307159,73.181219,27.5,8.1,8.1,2590,0.07,5,13,,no
Bally Bridge,2023-10-14,30.445283,77.602056,21.65,8.21,7.837,320.6,1.06667,0.3445,9.9,16.1,yes
Bally Bridge,2023-10-15,18.822046,73.282065,26.8333333,6.675,7.375,129.825,3.2,0.74659167,44.5833333,124.166667,yes
Bally Bridge,2023-10-16,19.410646,73.28532,28.4,7.01,7.65,107.184444,3.76,0.40337,131,285.0,yes
Bally Bridge,2023-10-17,19.7297859,73.7577867,27.4166667,6.8,7.84166667,432.08,4.20833333,1.05144167,3.08333333,81.6666667,yes
Bally Bridge,2023-10-18,20.3035646,85.8248737,25.6666667,7.34166667,7.73333333,159,1.625,1.51167096,2465.83333,5515.0,yes
Bally Bridge,2023-10-19,22.7642,88.29112,26.3182,8.3,7.76364,293.545,2.15455,0.38727,105364,140545.0,yes
Bally Bridge,2023-10-20,28.5623948,77.2916728,23.7,0.54,7.76,968.9,13.0,1.38,110000000,190000000.0,yes
Bally Bridge,2023-10-21,20.8480141,83.8950042,27.0,7.24166667,8.0325,236.983333,1.825,0.33766971,1331.66667,2625.0,no
Bally Bridge,2023-10-22,30.922552,76.831733,24.5,7.8,7.8,369,1.24,8,32,0.14,yes
Bally Bridge,2023-10-23,10.7904833,78.7046725,26.0,6.425,8.05916667,752.166667,1.92166667,0.19925,300,503.333333,no
Bally Bridge,2023-10-24,18.693968,74.13803,27.3,4.502,7.877,448.46,7.77,0.296,218,1485.0,yes
Bally Bridge,2023-10-25,22.2021731,88.047923,28.0417,6.39167,7.81417,1495.58,1.21667,0.37833,55750,200917.0,yes
Bally Bridge,2023-10-26,30.086928,78.267612,17.1364,9.10909,7.65636,121.327,1.72727,0.08333,,98.9,yes
Bally Bridge,2023-10-27,22.453447,88.340934,27.0,7.5,7.5,706,0.06,,2,0.04,yes
Bally Bridge,2023-10-28,15.620679,73.895789,28.25,7.325,5.905,73.75,1.525,0.215,7.66666667,163.333333,no
Bally Bridge,2023-10-29,30.284414,78.981141,17.5667,9.31667,8.14167,149.667,0.7,0.08333,16650,46000.0,no
Bally Bridge,2023-10-30,23.519544,90.989936,23.0,8.1,8.1,780,0.37,,,1.17,no
Bally Bridge,2023-10-31,17.200856,76.537262,27.2727273,6.54545455,8.14363636,1066.36364,3.25454545,0.62181818,4345.45455,9300.0,no
Bally Bridge,2023-11-01,26.956432,75.741253,30.5,8.0,8.0,690,1.04,4,8,0.6,yes
Bally Bridge,2023-11-02,,,19.0,5.9,5.9,281,0.31,4,17,0.5,no
Bally Bridge,2023-11-03,21.1616527,73.7946402,37.3,7.5,7.8,521.2,2.2,3.4,12,646.7,yes
Bally Bridge,2023-11-04,31.965917,76.523023,21.0,7.0,8.0,288,2.4,2,433,803.0,yes
Bally Bridge,2023-11-05,26.111868,85.896003,24.0,7.5,7.47,214,2.65,1.38,1050,1950.0,yes
Bally Bridge,2023-11-06,26.449923,80.331874,27.0,7.8,7.8,796,2.85,,20,2.95,yes
Bally Bridge,2023-11-07,14.473862,78.968418,26.1,6.825,7.91888889,768.333333,2.74444444,1.3,117.777778,1040.0,yes
Bally Bridge,2023-11-08,30.445283,77.602056,20.5,8.025,7.61167,481.583,1.10909,0.18683,1616.17,11596.1,yes
Bally Bridge,2023-11-09,32.026795,77.351106,11.0,9.0,8.0,101,0.2,0.4,53,553.0,yes
Bally Bridge,2023-11-10,19.9974533,73.7898023,25.75,4.75,7.32083333,383.333333,11.2166667,1.888775,25,102.5,yes
Bally Bridge,2023-11-11,25.779565,84.749889,23.5,8.2,8.2,449,,,13,0.8,no
Bally Bridge,2023-11-12,30.8919211,77.2103359,20.8636,8.51818,7.71455,511.364,1.02,0.30573,5.7,11.9091,yes
Bally Bridge,2023-11-13,,,12.0,7.2,7.2,512,,49,120,0.46,yes
Bally Bridge,2023-11-14,19.876165,75.343314,30.0,7.9,7.9,1500,0.33,2,85,0.97,yes
Bally Bridge,2023-11-15,20.356843,72.928985,27.7,6.65,8.5,234.5,,3.1,,,no
Bally Bridge,2023-11-16,22.595769,88.263639,25.5,7.8,7.8,2315,0.1,2,15,0.53,yes
Bally Bridge,2023-11-17,16.87189,74.648826,24.0,7.8,7.8,4405,3.95,3,95,,yes
Bally Bridge,2023-11-18,18.651867,73.906992,26.6666667,4.69333333,7.6275,456.233333,6.98333333,0.43166667,201.25,1497.91667,yes
Bally Bridge,2023-11-19,21.4902509,83.8841732,28.0909091,7.45,8.03333333,2452.83333,1.30833333,0.77932675,1524.16667,3016.66667,no
Bally Bridge,2023-11-20,18.8043913,75.1680394,19.7272727,5.99666667,7.76666667,643.5,4.98,1.34083333,83.5833333,200.083333,yes
Bally Bridge,2023-11-21,27.2063587,94.1513764,23.5,8.25,7.125,116,3.025,0.1125,90,272.75,yes
